"date","time","session","title","topics","paper.1","paper.2","paper.3","paper.4","paper.5","paper.6","organizer","chair","discussants","panelist","moderator","paper"
"11/18/2023","3:00 PM-4:45 PM","1.D.19","Bank Indonesia's Special Session on Central Banking Policy Issues","Macro, Policy","
Demystifying COVID-19 Policy Actions: The Case of Inflation Targeting in ASEAN
Syed Aun Raza Rizvi*, University of Nottingham Malaysia
Solikin Juhro, Bank Indonesia
Susan Sharma, Deakin University","Can Green Quantitative Easing Policy Alleviate Financial Risk Caused by Extreme Weather Events? Cross-Country Evidence
Chun-Ping Chang, Shih Chien University
Jun-Zhao Wang, Xi'an Jiaotong University
Danny Hermawan*, Bank Indonesia
Iman Gunadi, Bank Indonesia","Does Climate Vulnerability Promote More Green Investment?
Chun-Ping Chang*, Shih Chien University
Sen Zhang, Xi'an Jiaotong University
Donni Fajar Anugrah, Bank Indonesia,
Yoga Affandi, Bank Indonesia","An Estimated Open-Economy DSGE Model for the Evaluation of Central Bank Policy Mix
Solikin M. Juhro, Bank Indonesia
Denny Lie, The University of Sydney
Aryo Sasongka*, Bank Indonesia","","","Paresh Kumar Narayan, Monash University","Paresh Narayan, Monash University","Aryo Sasongka, Bank Indonesia
Chun-Ping Chang, Shih Chien University
Danny Hermawan, Bank Indonesia
Syed Aun Raza Rizvi, University of Nottingham Malaysia","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.20","Opportunities in Latin America: High School Completion, Access to College, and Inequality","Education","
Gender Differences in the Effect of High School Peers on College Major Choices
Rocío Valdebenito*, University of Illinois Urbana-Champaign","Tripping at the Finish Line: Experimental Evidence on the Role of Misperceptions on Secondary School Completion
Carolina Lopez*, World Bank","Opportunity Bound: Transport and Access to Higher Education in a Megacity
Fabiola M. Alba-Vivar*, Columbia University","Should I Stay or Should I Go? Strategic Responses to Improve College Admission Chances
Carolina Concha-Arriagada*, Georgetown University","","","Nishith Prakash, Northeastern University, and Priya Mukherjee, University of Wisconsin-Madison","Carolina Lopez, World Bank","","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.21","Social Norms and Trust","Misc.","
Traditional Norms and Parental Investment in Human Capital
Steve Berggreen-Clausen*, Lund University
Jan Bietenbeck, Lund University
Gunes Gokmen, Lund University","Influencing Public Trust in Central Banks: Identifying Who Is Open to New Information
Bernd Hayo*, Philipps-University Marburg
Pierre-Guillaume Méon, Université Libre de Bruxelles","Uncertainty and Tolerance
Andreas Bergh*, Research Institute of Industrial Economics (IFN)
Niclas Berggren, Research Institute of Industrial Economics (IFN)
Therese Nilsson, Lund University","Too Cold to Trust? Effects of Extreme Cold on Political Trust and Civic Participation: Evidence from the Peruvian Highlands
Judhajit Chakraborty*, Michigan State University
Leah Lakdawala, Wake Forest University
Eduardo Nakasone, Michigan State University","","","Niclas Berggren, Research Institute of Industrial Economics (IFN)","Niclas Berggren, Research Institute of Industrial Economics (IFN)","Judhajit Chakraborty, Michigan State University
Bernd Hayo, Philipps-University Marburg
Andreas Bergh, Research Institute of Industrial Economics (IFN)
Steve Berggreen-Clausen, Lund University","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.22","Race and Economic History","History, Race","
Competition and Consumer Discrimination in Public Accommodations
Trevon D. Logan*, The Ohio State University
Maggie E. C. Jones, Emory University
David Rosé, Wilfrid Laurier University","Monumental Effects: The Lost Cause & Confederate Symbols in the Post-Reconstruction South
Alexander N. Taylor*, George Mason University","World War II and the Roots of the Civil Rights Movement
Silvia Farina, University of California, Berkeley
Andreas Ferrara, University of Pittsburgh
Marco Tabellini, Harvard University
Sarah Walker, University of New South Wales","Segregation Academies: The Effect of Segregated Private Education on Public School Systems in the Deep South
Danielle Graves Williamson*, Boston University","","","Trevon D. Logan, The Ohio State University","Trevon D. Logan, The Ohio State University","Alexander N. Taylor, George Mason University
Trevon D. Logan, The Ohio State University
Danielle Graves Williamson, Boston University
Silvia Farina, University of California, Berkeley","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.23","Market and Investment Decisions","Macro","
Frequent Reporting and Short Termism: An Experimental Investigation
Douglas Dean Davis*, Virginia Commonwealth University
Caleb Cox, Virginia Commonwealth University
Oleg Korenok, Virginia Commonwealth University
John Lightle, Virginia Commonwealth University","Information Aggregation with Costly Information
Cary A. Deck*, The University of Alabama
Mark DeSantis, Chapman University
David Porter, Chapman University","Impact of Air Quality on Individual Financial Cognition
Muxin Zhai*, Texas State University
Joni S. Charles, Texas State University","The Impact of Peer Advice on Financial Risk Taking Behavior of Individual Investors
Sourik Banerjee*, California State University, Stanislaus
Federico Guerrero, University of Nevada, Reno
James Sundali, University of Nevada, Reno
Garret Ridinger, University of Nevada, Reno","","","Bing Jiang, Virginia Military Institute","Douglas Dean Davis, Virginia Commonwealth University","","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.24","Climate Change","Enviro. / Nat. Resources","
The Global Impacts of Climate Change on Risk Preferences
Remy Levin*, University of Connecticut
Wesley Howden, The University of Arizona","Impact of Temperature Changes on Productivity: Evidence from a Global Survey of Firms
Woubet Kassa*, World Bank
Andinet Woldemichael, African Development Bank","Experimental Evidence on the Effects of Heat on High-Skilled Team Performance
Teevrat Garg*, University of California, San Diego
Maulik Jagnani, Tufts University
Elizabeth Lyons, University of California, San Diego","Climate Cooperation, Geoengineering, and the Threat of a Free Driver: An Experimental Analysis
David McEvoy*, Appalachian State University
Todd Cherry, University of Wyoming
Stephan Kroll, Colorado State University","","","Brian Vander Naald, Drake University","David McEvoy, Appalachian State University","","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.25","Energy I","Enviro. / Nat. Resources","
The Impact of Gas Flaring on Child Health in Nigeria
John Gibson*, University of Waikato
Omoniyi Alimi, University of Waikato","Speculators in Electric Power Markets
James Scott Holladay*, The University of Tennessee, Knoxville
Cassie Finer, Yes Energy","Sorting over Local Public Goods: Evidence from Power Plants Retirement
Jancy Ling Liu*, Georgia Institute of Technology","The Role of Processing Capacity Constraints in Natural Gas Flaring
Wint Thu*, The University of Arizona","","","Brian Vander Naald, Drake University","James Scott Holladay, The University of Tennessee, Knoxville","","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.26","Empirical Advances in Addressing Policy Questions","Policy","
The Effectiveness of Ex-Ante Consequentiality to Mitigate Potential Hypothetical Bias: A Meta-Analysis
Jerrod Penn*, Louisiana State University
Mohua Ferdousi, Louisiana State Universit
Wuyang Hu, The Ohio State University","Flood Resilience of Powerplants and Substations in Different North Carolina Communities
Ruth Quainoo*, East Carolina University
Gregory Howard, East Carolina University","Reducing COVID-19 Risk in Long-Term Care Facilities: The Impact of Community-Level Drivers, Quality Ratings, the Role of Vaccines and Mitigation Measures
Maria Gomez Saldarriaga*, East Carolina University
Haiyong Liu, Texas State University
Rashmita Basu, East Carolina University","A 'Trade-to-Cap' System for Revealing the 'Social Carrying Capacity' of Predators
Jacob Hochard*, University of Wyoming
Temple Stoellinger, University of Wyoming
Todd Cherry, University of Wyoming
David Finnoff, University of Wyoming
Bailey Kirkland, University of Wyoming
Bryan Leonard, Arizona State University
Stephen Newbold, University of Wyoming
Jennifer Raynor, University of Wisconsin–Madison
Jason Shogren, University of Wyoming","Model Choice, Hypothetical Bias, and Risk Aversion: A Charitable Donation Application
Gregory Howard*, East Carolina University
Jerrod Penn, Louisiana State University","","Haiyong Liu, Texas State University","Organizer/ Haiyong Liu, Texas State University","Gregory Howard, East Carolina University
Jonathan Lee, East Carolina University
John Bishop, East Carolina University
Haiyong Liu, Texas State University
Jacob Hochard, University of Wyoming","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.27","Airline Topics","IO","
Loyalty Rewards and Redemption Behavior: Stylized Facts for the U.S. Airline Industry
Alexander Luttman*, The MITRE Corporation
Daniel Ladd, University of California, Irvine","The Potential Economic Benefits of Seamless International Air Travel
Austin Drukker*, Federal Trade Commission","Growth of Bag Fees
Nicholas G. Rupp*, East Carolina University","","","","Nicholas G. Rupp, East Carolina University","Nicholas G. Rupp, East Carolina University","Kerry Tan, Loyola University Maryland
Douglas Turner, University of Florida
Zoe Laulederkind, University of Wisconsin–Milwaukee","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.28","Market Power II","IO","
Platform Competition and Product Differentiation in Two-Sided Markets: Insights from the Vacation Rental Industry
Ihsan Alp*, The University of North Carolina at Chapel Hill","Does Competition from Cable Providers Spur the Deployment of Fiber?
Andrew Kearns*, Federal Trade Commission","Turbulent Times: The Airline Industry 1998-2022
Drew Van Kuiken*,The University of North Carolina at Chapel Hill","An Empirical Study of 2020-2022 Internet Engagement: COVID-19, Demographic Heterogeneity, and Policy Implications
Haoran Zhang*, Cornerstone Research","","","Jonathan Wallace Williams, The University of North Carolina at Chapel Hill","Andrew Kearns, Federal Trade Commission","Tin Cheuk Leung, Wake Forest University
Nathan Miller, Georgetown University
Gretchen Sileo, Temple University","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.29","Immigration Economics Using Experimental Methods","Experimental, Labor, Metrics","
Growing Groups: Immigration and Assimilation
Lucas Rentschler*, Utah State University
Josh T. Smith, The Center for Growth and Opportunity at Utah State University
Jake Sorenson, The Center for Growth and Opportunity at Utah State University","Impact of H1B Policies on U.S. Labor Market Outcomes: Experimental Evidence
Zeeshan Samad*, The Center for Growth and Opportunity at Utah State University,
Lucas Rentschler, Utah State University","Strangers Like Me: Does Group Affiliation Serve as a Noisy Signal of Agents’ Types?
J. Braxton Gately*, Western Illinois University
Mir Adnan Mahmood, The Ohio State University
Ashley S. McCrea, University of Exeter","Attitudes towards Refugees and Identity
Nicola Lacetera*, University of Toronto
Daniela Grieco, University of Milan
Mario Macis, Johns Hopkins University
Cristina Cattaneo, European Institute on Economics and the Environment","","","Josh T. Smith, The Center for Growth and Opportunity at Utah State University","Josh T. Smith, The Center for Growth and Opportunity at Utah State University","","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.30","Topics in Development Economics II","Development","
Violent Discipline and Parental Behavior: Short- and Medium-Term Effects of Virtual Parenting Support to Caregivers
Saravana Ravindran*, National University of Singapor
Lelys Dinarte-Diaz, World Bank
Manisha Shah, University of California, Los Angeles
Shawn Powers, World Bank
Helen Baker-Henningham, Bangor University","Harassment and the Gender Profit Gap
Trinity Douglas*, University of Tennessee, Knoxville
Shanthi Manian, Washington State University
Ketki Sheth, University of Tennessee","Migration, Return Migration, and the Long-Run Effects of Economic Shocks on Crime
Lucas Nogueira Garcez*, The University of Tennessee, Knoxville
Luiz Renato Lima, The University of Tennessee, Knoxville
Erik Figueredo, Federal University of Paraiba","Intergenerational Effect of an Education Stipend Program on Child Development: Evidence from Bangladesh
Raisa Sara*, Sam Houston State University
Sadia Priyanka, Connecticut College","","","Maria Padilla-Romo, The University of Tennessee, Knoxville, and Cecilia Peluffo, University of Florida","Maria Padilla-Romo, The University of Tennessee, Knoxville, and Cecilia Peluffo, University of Florida","","","",""
"11/18/2023","3:00 PM-4:45 PM","1.D.31","Earnings Inequality","Labor","
Employment and Welfare Effects of the Quota for Disabled Workers in Brazil
Gustavo de Souza*, Federal Reserve Bank of Chicago","Education Affordability and Income Inequality
Oliko Vardishvili*, University of California, Irvine","Skill-Bias, Firm-Bias, and Wage Inequality
Andre Mouton*, Wake Forest University","Labor Supply and Firm Size
Lin Shao*, Bank of Canada
Faisal Sohail, University of Melbourne,
Emircan Yurdagul, Universidad Carlos III de Madrid","","","Pedro Silos, Temple University","Pedro Silos, Temple University","","","",""
